Date	GILD	MDLZ	FISV	HPFK	IRCS	TCMU	XFMM	GVVV	MHDZ	GIHF	NQYU	DUIR	BQYN	PDSZ	BSNG	IKCC	XQXR	HNNY	DLFB	PHBP	HGHJ	JMYS	KQDY	TSII	OJQO	KDOC	FBTB	LGHQ	WAAI	VGYC	OPYH	PMHG	CWZD	DQZO	RLTP	CLYY	PJRF	TUWV	TXHL	OCKA	YWNZ	MXAI	GGZS	OEGR	MRIJ	IAZR	RXKH	FOCE	QUUT	CZHB	KAVI	IPZI	AVGO	CHTR	IDNA	UGUF	QCOM	SBUX	TMUS	COST	EHLW	PEP	HGRW	RLLE	CMCSA	PYPL	VYFU	ADBE	INTC	TZFN	OBDC	AAPL	TSLA	XTXR	MSFT	DRSH	META	YRIG	GOOG	OAAR	TLRC	CWHU	AMZN	YYBM	NFLX	AJLW	NVDA	CSCO	PBGQ	LWMB	XSRP	XTLJ	FATP	YERP	MFOP	ATQP	XWQP	TXN	RKPP	LAFL
2020-04-27	15.27	72.01	22.35	88.52	82.51	30.76	71.47	50.84	82.63	114.52	18.02	45.25	21.70	21.11	118.26	39.27	19.53	16.24	55.47	101.07	47.93	23.95	90.24	54.85	103.46	20.30	12.53	58.38	112.69	94.89	94.04	93.41	56.36	64.05	63.13	71.88	28.81	114.89	77.21	133.41	75.98	65.15	40.72	72.36	19.01	45.67	75.72	67.21	69.41	15.08	114.95	49.19	117.59	115.96	80.09	50.76	73.58	77.38	22.77	71.92	48.19	71.28	16.78	92.70	40.32	15.17	105.47	33.12	113.16	67.43	27.99	23.27	31.53	31.30	75.42	76.81	88.64	11.37	83.61	36.04	77.37	80.75	85.88	52.07	48.02	34.06	43.44	192.35	35.13	77.25	71.15	93.17	12.75	76.33	61.80	39.59	30.98	151.81	41.19	52.84
2020-04-28	15.41	71.32	21.50	91.21	81.88	30.24	72.14	51.01	81.90	116.30	17.89	44.79	21.41	21.12	116.96	38.65	19.49	16.29	54.00	102.22	46.69	23.84	89.97	54.69	102.02	19.90	12.28	58.77	114.99	93.90	96.52	96.53	55.24	62.32	62.80	72.09	29.69	117.01	77.71	135.29	76.61	65.64	41.21	69.91	18.82	46.20	78.88	66.80	67.71	14.77	118.63	50.24	121.57	115.81	80.25	49.82	75.15	76.60	23.01	74.20	47.72	70.54	16.77	91.99	41.57	14.73	109.52	32.37	111.01	65.00	27.09	23.66	32.01	31.38	75.03	77.65	89.55	11.00	83.23	35.84	80.03	80.70	86.61	51.82	48.95	34.40	43.77	188.65	35.87	75.77	70.14	92.85	12.26	74.81	60.96	40.01	30.14	151.10	41.44	54.75
2020-04-29	15.63	71.98	21.92	93.09	81.22	29.11	73.03	50.60	84.42	114.97	17.91	44.43	21.44	21.10	115.54	38.97	19.74	15.68	53.84	103.36	47.18	23.49	91.17	55.62	102.94	19.45	12.64	59.41	118.65	94.88	99.79	96.15	57.58	63.34	63.54	71.26	29.64	119.34	79.46	138.40	77.98	65.01	40.44	70.10	18.60	45.68	78.84	66.36	70.23	14.53	123.89	50.35	127.30	115.61	79.58	48.62	73.42	77.62	22.52	75.97	47.07	71.09	16.95	93.36	42.37	14.90	112.25	32.15	111.36	66.32	27.37	23.24	32.25	31.42	75.67	76.48	90.09	10.61	82.87	35.83	77.97	80.40	86.32	51.74	48.95	33.81	44.25	180.57	36.93	76.48	69.56	93.91	12.34	73.72	59.77	39.95	29.36	152.80	40.16	53.59
2020-04-30	15.51	72.31	22.26	92.29	80.76	29.68	73.81	50.57	83.02	112.59	18.09	43.94	21.32	21.03	115.44	38.11	19.96	15.52	53.36	103.82	46.40	23.37	92.39	56.62	101.93	18.95	12.66	59.01	122.26	97.39	99.21	94.86	57.23	63.40	62.72	73.12	29.63	119.43	79.28	140.64	79.46	67.28	39.45	72.31	18.85	46.43	79.24	67.23	68.28	14.57	125.85	50.72	132.95	113.49	79.97	48.62	74.27	78.83	22.64	75.83	46.32	72.44	17.13	92.48	42.04	14.31	112.83	32.60	112.59	63.75	27.52	22.85	32.74	31.15	75.65	77.05	88.86	10.37	81.95	36.84	78.07	83.83	88.07	50.94	48.52	33.23	43.59	176.73	36.66	76.76	71.54	92.54	12.57	71.75	61.77	41.28	29.28	152.87	40.10	53.71
2020-05-01	15.57	72.86	21.41	91.25	81.07	29.14	73.56	50.84	82.73	110.55	18.25	43.70	21.40	20.86	114.05	38.47	19.98	15.34	53.20	103.19	44.50	22.85	92.87	57.14	98.71	18.67	13.03	59.37	124.32	96.13	100.04	90.45	56.34	62.70	62.70	74.20	30.34	114.86	81.50	143.61	81.55	67.91	39.57	74.88	19.12	46.24	80.94	66.98	65.99	14.99	130.24	49.42	130.55	114.59	81.62	48.75	75.63	78.50	22.18	75.09	46.83	69.26	17.29	94.38	43.58	14.26	110.87	32.02	109.46	61.93	26.25	22.58	33.68	31.14	75.82	78.10	88.27	10.17	82.81	37.24	77.34	80.59	86.57	51.87	49.00	33.60	43.28	184.11	38.24	75.92	69.32	92.21	12.72	71.53	60.40	41.53	28.82	152.76	38.83	53.40
2020-05-02	15.74	73.92	21.55	87.51	80.52	28.12	73.86	51.17	82.28	112.01	18.37	44.04	21.36	20.97	113.75	39.26	19.90	15.53	52.26	102.99	44.64	22.56	92.71	57.76	95.81	18.03	12.93	59.28	121.89	94.78	97.44	88.28	54.70	63.35	61.94	73.93	30.43	113.27	83.15	140.55	82.98	68.04	38.95	72.23	18.88	46.99	82.37	66.92	65.90	14.79	130.86	48.60	135.37	114.03	80.14	49.28	76.41	79.35	21.83	77.39	46.03	69.87	17.36	95.57	42.31	13.61	107.22	32.91	108.83	63.43	27.18	22.38	34.12	30.88	75.86	77.92	88.04	9.94	81.90	36.81	76.48	79.66	88.74	51.69	49.95	33.26	42.94	191.64	39.00	74.74	69.14	93.31	12.44	72.15	61.41	41.92	28.41	151.81	39.31	53.76
2020-05-03	15.75	74.05	20.67	91.62	81.13	27.99	72.94	50.68	82.83	113.38	18.53	43.79	21.00	21.02	114.15	39.86	19.71	15.96	51.16	103.77	45.53	23.47	93.26	57.22	93.99	17.64	12.68	59.17	126.65	93.43	94.18	88.74	56.83	60.64	61.92	73.91	30.80	112.54	81.87	142.29	81.23	67.12	38.32	74.49	18.95	47.85	85.88	67.73	66.96	15.29	135.36	49.88	134.08	116.25	81.40	49.55	77.16	79.10	21.76	79.64	46.69	66.85	17.52	97.02	43.65	13.94	111.05	33.11	109.33	64.57	26.46	23.15	33.39	30.74	74.99	76.78	88.23	10.23	82.95	37.58	73.50	78.68	89.66	51.13	49.47	33.17	42.83	193.90	39.02	75.40	71.02	91.98	12.72	71.39	60.41	43.02	28.36	150.63	39.08	53.18
2020-05-04	15.83	74.13	20.18	89.45	82.26	28.16	73.28	50.55	84.54	114.10	18.60	44.42	20.75	20.91	115.39	40.57	19.52	16.21	49.78	103.45	47.16	22.70	92.40	57.56	91.07	17.87	12.51	58.57	127.26	90.73	95.36	89.69	56.55	58.80	61.56	73.23	30.05	109.92	81.95	142.10	83.62	68.16	38.82	72.57	18.65	47.20	84.44	67.76	65.46	15.02	133.74	49.15	132.14	117.81	79.89	49.68	76.19	78.35	21.89	78.34	47.69	65.52	17.41	97.81	42.62	14.51	111.20	33.12	107.59	62.20	26.38	23.99	34.06	30.94	75.80	77.79	87.80	10.58	82.44	37.73	72.73	78.27	87.81	52.21	49.31	32.76	42.59	195.27	39.99	76.44	70.73	93.01	12.31	71.03	58.32	43.69	29.02	149.21	37.90	52.53
2020-05-05	16.07	73.62	19.79	86.30	81.93	28.61	72.36	50.85	85.84	116.27	18.67	43.83	21.18	21.08	116.73	39.71	19.56	16.38	49.75	103.35	48.50	23.12	93.04	58.27	91.34	17.96	12.73	57.74	125.30	87.74	93.79	91.93	56.89	60.90	60.99	74.45	29.50	112.04	80.69	146.45	81.13	67.82	38.01	74.33	18.42	47.74	83.88	67.68	63.57	15.10	131.48	50.49	130.12	118.55	79.31	48.21	77.74	78.19	21.26	80.38	48.39	68.10	17.15	96.89	41.86	14.76	112.89	32.95	107.34	64.68	25.37	24.00	32.75	30.90	76.14	77.98	88.49	11.01	82.95	38.31	69.61	80.22	90.14	51.93	50.43	33.12	43.19	192.27	39.73	75.18	69.97	94.40	12.76	72.42	57.82	43.09	29.10	148.27	37.31	52.15
2020-05-06	15.89	72.62	20.58	82.55	81.11	29.72	72.21	50.73	86.85	115.16	18.84	44.10	20.68	20.97	116.84	39.64	19.62	15.89	49.50	104.00	47.33	23.65	94.50	57.66	94.52	18.49	12.46	57.46	124.15	89.62	95.54	87.74	54.70	58.62	61.75	73.74	30.25	111.29	82.69	145.47	82.89	69.17	37.90	75.72	18.20	48.55	84.79	68.29	63.64	15.27	131.45	49.55	129.59	119.55	77.48	47.16	77.15	78.49	21.92	79.88	47.65	71.01	17.12	95.20	41.17	14.54	109.88	33.30	104.53	67.37	25.51	23.95	32.09	30.94	76.08	78.08	88.07	10.94	83.82	37.77	68.34	76.92	90.51	51.55	49.86	32.46	42.64	190.12	39.65	74.25	70.51	93.58	12.64	71.09	59.86	42.02	29.40	147.28	36.45	53.61
2020-05-07	15.92	73.18	20.48	84.48	80.29	29.54	71.70	50.72	85.37	115.74	18.89	43.64	21.05	21.05	115.03	39.81	19.51	15.33	49.31	103.68	48.01	22.92	93.18	57.49	95.71	18.42	12.32	57.56	124.72	86.45	94.54	84.16	55.67	59.07	62.81	72.78	29.16	114.77	82.55	143.89	82.87	68.32	36.90	77.00	18.51	48.24	85.85	69.14	61.64	14.86	127.72	50.89	131.66	119.26	78.91	47.67	78.41	79.08	22.38	77.49	48.42	71.95	17.35	93.86	42.56	14.71	109.94	33.00	104.78	67.53	26.18	23.65	32.02	30.86	75.26	77.06	87.29	11.33	84.57	37.62	69.21	79.27	90.25	51.70	48.81	32.31	42.88	197.32	41.24	74.68	69.02	93.08	12.21	72.18	61.85	40.77	28.98	147.29	35.44	53.58
2020-05-08	16.04	73.82	20.23	86.30	81.26	29.04	72.53	50.48	83.56	114.54	19.04	43.18	21.07	20.93	114.14	38.84	19.66	15.92	47.38	103.89	48.05	22.51	94.58	57.83	92.09	18.08	12.41	57.11	121.27	88.14	94.27	80.20	57.25	58.06	62.71	74.45	28.80	113.24	80.61	144.73	85.25	70.76	37.19	74.19	18.44	48.93	84.81	69.08	61.15	14.82	132.79	50.51	137.49	119.98	78.62	47.17	78.70	79.81	22.82	75.56	47.90	72.72	17.54	93.10	42.05	14.92	113.68	33.58	105.90	66.95	25.89	22.81	31.06	31.13	75.12	76.37	86.93	11.55	83.95	36.80	71.67	76.13	91.97	51.00	48.78	32.86	42.46	203.27	42.94	74.11	67.00	93.49	11.80	73.76	60.71	40.35	28.40	147.83	36.58	53.34
2020-05-09	15.96	74.83	20.27	89.67	80.37	29.30	71.56	51.01	81.71	111.98	19.23	42.62	20.71	20.96	113.61	38.58	19.58	15.73	46.07	104.55	49.92	21.44	94.28	58.66	89.73	17.89	12.72	57.52	121.31	88.08	95.70	80.72	54.78	58.30	61.33	75.35	28.26	108.98	80.08	140.53	86.12	73.05	37.09	75.25	18.25	49.88	87.51	70.01	62.54	14.74	137.15	51.79	141.39	122.38	79.93	45.76	80.48	81.30	22.86	75.94	47.85	69.97	17.24	91.83	40.65	14.80	113.96	34.28	103.48	69.48	26.64	23.29	30.06	30.98	74.89	77.18	86.82	11.56	83.68	36.44	71.92	78.50	92.56	51.02	47.58	32.97	42.95	206.94	42.53	73.77	67.39	92.35	11.82	74.62	58.71	40.13	28.98	148.05	35.40	53.05
2020-05-10	16.17	75.49	19.88	93.50	81.05	29.00	72.37	51.13	81.10	114.82	19.30	42.64	20.58	20.90	115.19	39.00	19.36	15.41	44.74	104.32	50.39	21.77	94.14	58.78	90.49	18.31	12.78	57.10	119.38	90.63	93.51	79.83	56.29	57.61	61.41	76.42	29.11	105.23	78.59	140.63	84.56	75.19	37.13	75.63	18.36	50.59	91.54	71.05	61.14	14.74	136.74	51.32	148.03	122.12	80.45	45.20	80.79	82.38	22.13	78.48	48.44	70.39	17.12	93.32	41.40	14.78	115.98	34.57	103.94	69.64	26.07	23.71	30.32	30.65	75.63	77.97	86.59	11.63	83.25	37.57	69.85	77.53	90.68	50.07	46.67	33.56	42.77	211.29	41.23	73.16	68.35	91.19	11.51	74.50	57.77	39.53	29.61	150.12	35.92	53.08
2020-05-11	16.09	74.54	19.09	94.39	80.46	28.26	72.41	50.56	83.00	117.07	19.34	42.13	21.07	20.85	114.23	39.23	19.49	14.73	46.76	105.01	48.32	22.71	94.28	58.57	90.76	17.97	13.11	56.34	115.43	92.95	91.50	82.82	55.00	59.82	61.03	78.44	29.87	106.69	77.55	144.46	85.31	76.40	37.20	78.96	18.02	49.92	90.10	70.97	61.34	14.89	138.84	51.17	153.02	122.87	81.01	46.42	82.40	82.35	22.71	80.94	48.33	71.66	16.80	94.99	41.77	14.45	116.31	38.49	105.28	71.64	26.76	23.13	31.31	30.78	75.81	76.73	85.88	11.55	84.06	37.22	68.73	75.20	89.56	50.13	47.79	33.56	43.25	216.64	42.53	74.16	67.47	91.58	11.58	75.49	55.85	39.07	29.35	150.69	36.26	54.58
2020-05-12	15.99	75.50	18.39	91.38	81.30	28.08	71.32	50.25	81.40	119.69	19.35	42.54	20.72	21.05	113.22	39.39	19.28	14.23	45.14	104.30	48.60	22.66	94.43	58.36	89.85	18.39	13.13	55.83	116.56	90.84	93.78	83.32	56.33	58.58	61.37	77.52	29.83	106.34	75.96	145.67	85.37	74.16	36.55	79.75	18.23	49.56	92.64	71.76	59.45	14.78	134.42	52.66	153.88	121.43	80.85	46.38	82.37	82.60	22.04	78.87	47.50	70.67	16.83	93.93	40.82	14.02	117.66	37.55	104.10	70.21	27.45	23.65	29.98	30.75	76.26	75.78	84.79	11.88	84.42	37.00	67.26	72.37	88.49	50.11	48.02	33.04	42.98	219.52	41.85	72.73	65.19	92.09	11.97	77.08	56.19	39.16	28.59	152.04	36.29	54.22
2020-05-13	16.09	74.84	17.81	91.50	81.72	27.02	69.95	49.96	81.31	121.77	19.55	42.70	20.91	21.02	111.90	38.50	19.30	14.60	43.69	105.34	47.54	22.38	95.82	59.48	91.27	17.99	13.55	55.15	119.49	91.19	96.85	80.47	58.23	59.21	60.19	78.07	28.90	107.98	78.70	147.92	85.59	73.49	35.89	81.38	18.48	49.04	89.59	71.87	59.87	15.24	131.97	52.62	161.01	120.28	79.31	45.22	83.92	81.67	22.10	77.10	47.47	66.05	16.54	95.14	40.69	13.54	114.47	36.58	102.94	72.01	28.25	22.88	29.87	30.57	76.12	76.00	85.44	11.80	84.71	37.98	64.83	74.75	89.32	50.67	47.02	32.40	42.55	223.90	41.24	73.73	65.01	92.37	11.53	76.83	56.97	35.98	27.85	153.93	36.28	55.34
2020-05-14	16.01	74.77	17.63	94.08	82.36	27.33	68.87	49.32	82.27	121.43	19.55	42.28	20.44	20.87	112.57	38.32	19.45	14.59	44.02	105.19	45.48	22.84	95.14	58.89	87.24	17.48	13.28	55.01	124.10	94.34	99.76	77.81	59.43	59.58	60.51	80.04	27.86	105.35	79.43	144.21	85.17	74.09	36.28	80.33	18.25	48.74	88.26	71.49	58.95	15.01	128.10	54.23	154.32	118.46	78.88	44.02	84.85	81.81	21.42	75.25	47.46	63.55	16.65	96.05	41.67	13.00	113.15	36.11	103.03	72.42	29.40	21.98	29.34	30.78	76.09	75.88	84.73	12.15	84.82	37.96	62.96	74.94	89.54	51.74	46.59	32.38	42.17	233.50	42.25	72.56	63.00	90.98	11.82	76.51	57.38	37.20	27.07	154.71	35.68	54.88
2020-05-15	16.03	75.49	17.74	97.43	83.25	27.45	68.03	49.24	81.03	126.48	19.57	42.29	20.12	20.83	113.43	38.57	19.46	14.76	45.57	103.98	46.40	21.90	96.54	58.09	88.22	17.82	13.17	54.80	122.35	91.12	97.10	78.78	60.71	62.17	61.76	80.98	28.24	106.06	78.37	148.30	87.54	74.86	37.03	81.41	18.00	48.58	91.40	70.97	59.45	14.86	130.47	54.26	150.48	118.59	78.95	43.99	85.31	82.75	20.85	76.57	47.98	64.50	16.82	94.19	42.76	13.28	113.57	36.81	104.67	70.99	28.40	21.28	29.05	30.56	75.31	76.76	84.35	11.66	85.27	37.46	62.33	72.34	90.90	50.89	46.09	32.86	42.37	223.58	44.00	71.85	63.35	89.87	12.12	76.19	58.74	37.59	26.63	154.70	36.81	55.29
2020-05-16	15.98	75.92	17.18	97.06	82.44	27.10	67.53	49.45	81.49	127.42	19.62	42.50	19.89	21.06	112.16	39.21	19.60	15.12	45.71	104.17	48.35	21.88	96.34	57.25	91.93	17.41	13.28	55.03	124.98	92.28	94.67	75.16	62.54	59.40	61.03	83.30	27.44	107.87	78.71	147.20	88.16	72.46	36.47	84.63	17.84	49.43	88.19	70.71	60.77	14.75	128.63	54.40	152.25	120.40	77.92	43.47	87.50	84.10	21.03	74.72	48.21	64.10	16.67	94.94	44.29	13.70	112.69	36.46	104.37	71.21	27.47	21.49	29.32	30.77	75.74	77.34	85.62	11.60	84.83	37.75	61.23	71.65	89.12	50.50	45.67	33.25	42.69	214.30	45.63	70.47	64.96	91.20	12.45	74.45	57.37	36.71	27.01	153.84	37.88	55.10
2020-05-17	15.84	76.04	17.31	95.50	82.39	26.40	66.23	49.11	79.68	130.74	19.57	42.26	20.31	21.21	112.63	40.19	19.85	15.45	47.07	102.78	49.32	22.11	97.48	57.83	94.19	17.63	13.54	55.64	126.46	92.55	98.18	72.36	59.64	58.45	61.85	84.65	27.88	108.77	81.80	149.26	89.09	74.96	36.13	85.98	17.75	48.64	84.54	70.28	63.16	14.74	123.05	54.80	156.70	119.46	79.45	43.98	86.90	84.16	21.43	73.17	49.20	65.35	16.62	94.42	42.94	14.25	112.01	36.84	104.01	73.45	28.10	21.51	28.84	30.43	76.03	76.29	84.86	11.76	84.19	36.85	62.30	71.76	89.88	49.67	44.59	33.12	42.84	210.62	47.36	70.62	62.88	91.28	12.16	73.81	56.53	36.47	27.77	153.69	37.15	54.82
2020-05-18	15.97	76.97	17.87	91.89	82.74	26.14	65.53	49.35	78.69	129.21	19.48	42.53	20.78	21.30	113.46	41.23	19.85	16.02	47.16	101.81	49.65	21.98	98.85	58.73	91.87	18.07	13.94	55.54	130.18	89.91	96.91	74.98	60.71	57.69	60.96	85.58	26.92	108.22	81.45	148.11	88.21	74.39	36.71	84.32	18.05	49.03	85.28	70.43	63.45	14.44	135.84	56.37	164.04	120.44	79.88	44.17	86.58	84.45	21.42	75.35	48.78	62.58	16.44	93.58	42.76	13.72	108.13	37.23	103.71	73.07	29.00	20.87	28.27	30.29	75.31	75.83	85.70	11.91	85.15	36.47	62.05	69.49	91.23	50.30	44.15	33.46	43.07	210.53	45.75	71.11	61.72	91.21	11.77	74.10	57.20	35.59	28.09	155.97	37.20	53.03
2020-05-19	15.99	76.31	17.38	88.16	82.02	25.32	66.00	49.79	80.12	128.08	19.33	42.57	20.98	21.37	112.49	41.82	19.70	16.52	45.12	102.81	47.63	22.84	98.05	59.51	93.91	18.56	14.03	55.28	129.31	87.07	95.57	77.30	58.85	55.39	60.44	85.11	26.63	109.41	81.93	149.97	90.90	75.52	36.55	86.35	18.30	50.00	87.38	71.53	65.00	14.88	140.95	57.01	164.26	119.24	80.29	43.14	87.12	85.19	21.29	75.82	48.60	60.87	16.46	91.52	43.03	13.33	109.30	38.41	101.99	73.02	29.85	20.44	29.07	30.40	75.86	75.56	86.25	11.84	85.31	35.48	60.67	69.32	89.51	51.10	42.99	33.27	42.96	202.79	44.82	70.43	60.35	90.99	11.89	74.67	57.18	36.70	28.25	154.47	36.09	52.54
2020-05-20	16.14	77.06	17.43	89.57	82.74	25.96	66.61	49.66	80.26	128.48	19.13	42.12	20.83	21.35	114.03	41.97	19.69	17.03	43.14	104.39	48.07	23.81	97.86	60.03	91.31	18.46	14.20	54.70	129.82	85.74	96.59	77.76	57.34	55.40	59.28	85.13	27.47	106.25	81.20	150.39	90.94	75.68	36.79	82.94	18.00	50.95	90.79	71.42	66.98	14.43	139.90	56.33	170.15	117.88	81.27	42.99	86.47	86.64	21.59	76.75	49.35	62.54	16.23	90.22	42.25	12.99	109.48	38.71	100.18	71.20	30.09	20.86	30.06	30.17	76.50	75.92	86.18	11.39	85.12	36.65	60.84	70.84	91.39	50.04	43.07	33.68	43.51	195.17	45.77	69.99	59.75	91.33	12.19	73.28	58.72	37.38	27.66	154.67	37.01	51.96
2020-05-21	16.20	77.91	17.85	90.60	82.03	25.06	65.82	50.07	78.68	126.70	19.27	41.75	21.37	21.55	115.25	41.52	19.84	17.78	45.08	104.34	49.32	23.66	97.61	60.63	87.92	17.86	14.46	54.91	125.27	82.63	93.50	80.11	57.21	54.22	59.55	84.36	27.73	102.53	78.62	147.43	93.71	73.26	36.06	82.75	17.76	50.76	87.06	71.09	65.42	14.87	137.83	55.34	176.39	116.48	82.65	42.37	86.77	87.86	21.57	78.52	49.16	64.95	16.46	92.11	43.82	13.31	110.11	38.88	99.18	71.36	30.93	20.50	29.36	29.90	76.20	76.00	86.53	11.60	85.99	36.46	63.07	69.37	93.75	50.96	43.36	33.45	44.03	204.37	45.02	69.15	58.44	92.65	12.04	74.05	57.71	38.42	28.35	155.20	37.79	51.96
2020-05-22	16.28	77.36	18.36	91.32	82.16	26.02	65.13	50.63	79.20	127.17	19.18	41.60	21.84	21.62	116.57	40.85	19.89	18.08	45.10	105.00	49.97	24.57	97.43	60.17	84.47	18.40	14.76	55.23	126.48	82.85	91.33	78.11	57.73	54.13	60.41	84.68	28.43	105.66	79.07	146.96	93.52	72.76	36.39	83.62	17.68	50.25	87.63	71.89	68.03	15.35	142.85	55.91	178.45	116.80	83.39	41.58	88.83	88.46	20.95	77.91	49.07	66.24	16.50	93.66	42.35	13.15	106.39	38.46	98.67	68.58	30.88	20.34	29.59	29.63	76.57	76.83	87.42	11.29	85.67	36.42	61.96	69.90	94.19	50.83	42.78	33.72	44.09	212.68	44.48	68.66	58.90	92.63	11.84	76.02	57.42	37.72	28.61	154.67	36.94	50.31
2020-05-23	16.44	76.82	19.11	91.19	82.40	26.85	65.96	50.79	80.66	124.88	18.99	41.90	22.17	21.79	115.92	41.85	19.71	17.78	46.28	106.09	51.49	25.62	98.04	60.14	82.17	17.99	14.58	54.52	126.66	84.67	94.39	75.33	55.47	52.86	61.74	83.53	28.81	107.22	79.86	147.14	93.60	70.57	36.25	87.14	17.39	49.77	90.77	70.97	66.29	15.10	140.30	57.57	182.49	117.67	85.07	42.02	87.19	88.13	21.70	76.12	49.40	67.10	16.57	93.12	41.52	13.31	108.86	37.30	99.60	71.01	29.49	20.23	29.22	29.50	77.23	75.77	87.07	11.33	86.32	35.38	59.39	71.23	96.38	50.68	43.48	33.24	43.83	214.91	45.07	68.63	56.82	93.32	11.51	75.04	59.56	37.97	28.00	154.53	37.12	51.01
2020-05-24	16.52	76.29	19.34	89.90	82.48	27.04	65.06	50.98	78.29	124.05	18.98	41.46	21.80	21.94	117.07	42.96	19.79	18.47	46.59	104.97	49.71	24.86	99.10	60.53	83.38	18.28	14.78	53.79	123.51	82.71	96.20	75.89	56.25	50.67	62.58	84.88	28.18	104.82	83.00	146.54	91.01	72.43	36.87	85.07	17.59	49.46	91.74	71.55	66.16	14.76	137.58	56.81	174.58	119.54	86.04	42.97	87.82	89.58	21.34	74.44	50.01	68.84	16.69	94.13	41.52	13.45	110.53	37.44	99.05	67.99	30.10	20.02	29.47	29.47	77.00	75.74	87.73	11.11	86.33	35.21	57.08	71.94	98.40	49.72	43.82	33.48	43.29	207.18	43.43	69.39	55.97	94.30	11.24	72.95	61.12	38.14	28.26	154.20	37.09	52.39
2020-05-25	16.45	75.23	19.78	93.20	83.46	27.39	64.40	51.02	76.19	125.82	19.12	41.42	21.80	21.92	117.68	43.84	19.73	18.29	48.09	106.25	49.51	24.14	98.14	61.07	85.80	18.14	15.11	53.97	125.40	84.17	96.60	72.89	56.10	52.51	62.19	86.56	28.35	106.52	82.54	150.05	92.82	72.30	36.52	82.15	17.78	50.07	92.33	71.36	67.11	14.55	139.06	55.30	167.37	118.27	85.42	42.41	87.69	90.29	20.89	76.20	50.18	68.68	16.97	93.19	40.69	12.86	108.74	37.26	100.04	67.35	30.90	19.97	28.51	29.62	76.66	74.60	88.38	11.24	85.82	34.70	55.79	74.43	98.31	50.58	44.99	33.02	42.76	198.54	44.38	69.35	57.50	94.82	11.37	74.61	59.51	39.20	28.02	152.89	38.26	53.80
2020-05-26	16.38	75.22	20.27	95.95	83.69	28.17	63.46	50.68	76.01	123.82	19.20	41.77	21.43	22.07	117.26	44.80	19.58	17.58	48.45	104.84	51.22	24.55	98.88	62.04	89.47	17.90	15.28	53.30	130.27	85.39	96.50	70.58	57.93	52.45	62.10	87.16	28.77	104.24	84.04	148.49	91.02	71.96	35.69	85.46	17.54	49.96	92.83	70.93	69.90	14.91	135.48	55.32	167.55	118.09	87.27	42.54	89.79	91.08	20.52	78.63	49.80	70.82	16.98	94.92	41.37	12.26	110.07	36.23	97.62	64.84	30.64	20.65	27.90	29.53	76.05	75.76	89.31	11.67	85.92	34.39	54.23	72.80	100.72	50.10	44.90	32.67	43.38	201.92	44.98	70.45	56.63	94.41	11.20	75.12	59.54	39.08	27.76	154.96	37.15	53.82
2020-05-27	16.33	76.23	20.09	93.32	84.72	27.85	62.96	50.73	77.14	123.66	19.14	41.35	21.09	22.20	116.28	45.53	19.75	17.86	50.61	103.42	51.88	24.43	99.29	61.84	91.67	17.29	15.48	52.75	127.54	87.30	98.22	72.48	57.09	53.58	62.11	87.96	29.59	106.98	82.31	146.25	90.20	71.68	36.17	88.20	17.41	49.50	95.22	70.85	67.06	14.45	132.36	55.24	166.44	118.75	86.90	41.93	91.28	98.26	20.53	77.91	49.16	72.40	16.68	96.28	40.84	12.40	108.76	36.61	98.09	65.43	31.94	20.51	26.95	29.74	76.89	75.88	90.22	11.22	86.63	34.35	54.91	73.29	99.07	50.48	44.32	32.80	42.86	209.80	46.97	69.07	54.76	94.35	11.29	75.03	57.89	38.07	27.00	153.61	36.58	55.35
2020-05-28	16.53	77.23	19.81	96.17	84.81	27.28	63.47	50.68	79.46	126.85	19.31	41.77	20.79	22.31	115.08	46.77	19.68	17.22	51.65	103.66	50.08	23.63	98.74	63.06	95.66	16.81	15.65	53.15	129.42	86.55	101.70	70.87	56.33	56.05	62.53	86.83	29.98	107.99	79.42	150.27	92.36	72.70	36.48	89.47	17.61	50.00	94.52	70.26	65.71	14.79	136.95	54.21	170.45	121.01	88.56	40.74	90.13	97.05	20.96	76.66	49.03	73.71	16.87	97.91	42.00	12.90	110.67	37.67	99.71	67.06	32.70	20.68	27.79	29.73	77.41	74.77	91.26	11.43	85.80	34.55	52.67	70.99	101.73	50.00	44.34	33.35	43.47	206.45	48.60	68.01	52.87	93.62	11.13	76.00	57.41	36.96	27.38	154.35	35.69	57.05
2020-05-29	16.60	77.15	20.57	96.58	84.05	27.90	62.86	51.02	79.50	129.80	19.12	41.85	20.80	22.21	115.37	47.67	19.92	16.54	50.77	102.76	47.81	22.56	97.77	62.95	95.82	16.44	15.77	53.60	130.75	87.64	98.47	67.78	58.96	56.34	61.45	89.12	29.06	110.74	77.02	150.74	90.88	73.43	36.15	91.33	17.77	50.12	95.82	71.36	67.69	14.63	136.75	54.73	176.53	120.05	87.67	40.30	90.52	96.47	20.40	78.16	49.77	76.70	16.93	96.74	42.34	13.40	112.30	36.54	100.62	65.82	34.04	20.31	28.24	29.73	77.80	74.45	92.48	11.70	86.14	34.76	50.46	69.48	100.43	49.92	45.02	33.01	43.83	208.51	48.18	67.46	53.85	92.39	10.90	76.62	59.33	37.06	28.18	155.95	36.31	58.08
